,week,State,bat soup,coronavirus bat soup,china bat soup,chinese bat soup,wuhan bat soup,bat soup virus
577,2020-03-18 2020-03-25,Kansas,42,0,0,0,0,0
578,2020-03-18 2020-03-25,Kentucky,47,24,60,73,0,0
579,2020-03-18 2020-03-25,Louisiana,32,25,63,0,0,0
580,2020-03-18 2020-03-25,Maine,66,0,0,0,0,0
581,2020-03-18 2020-03-25,Maryland,27,27,70,43,0,0
582,2020-03-18 2020-03-25,Massachusetts,34,12,44,72,100,39
583,2020-03-18 2020-03-25,Michigan,25,9,23,57,0,31
584,2020-03-18 2020-03-25,Minnesota,32,0,80,0,0,0
585,2020-03-18 2020-03-25,Mississippi,0,0,0,0,0,0
586,2020-03-18 2020-03-25,Missouri,41,16,0,100,46,0
587,2020-03-18 2020-03-25,Montana,39,0,0,0,0,0
588,2020-03-18 2020-03-25,Nebraska,18,0,0,0,0,0
589,2020-03-18 2020-03-25,Nevada,22,93,78,0,0,0
590,2020-03-18 2020-03-25,New Hampshire,24,0,0,0,0,0
591,2020-03-18 2020-03-25,New Jersey,33,26,33,27,49,58
592,2020-03-18 2020-03-25,New Mexico,37,50,0,0,0,0
593,2020-03-18 2020-03-25,New York,39,18,15,19,29,53
594,2020-03-18 2020-03-25,North Carolina,25,0,22,0,49,29
595,2020-03-18 2020-03-25,North Dakota,100,0,0,0,0,0
596,2020-03-18 2020-03-25,Ohio,36,15,19,24,22,26
597,2020-03-18 2020-03-25,Oklahoma,38,30,0,0,0,0
598,2020-03-18 2020-03-25,Oregon,20,22,0,0,0,0
599,2020-03-18 2020-03-25,Pennsylvania,35,18,18,45,21,48
600,2020-03-18 2020-03-25,Rhode Island,43,79,0,0,0,0
601,2020-03-18 2020-03-25,South Carolina,18,20,0,0,0,0
602,2020-03-18 2020-03-25,South Dakota,48,0,0,0,0,0
603,2020-03-18 2020-03-25,Tennessee,45,29,73,45,0,48
604,2020-03-18 2020-03-25,Texas,36,25,39,29,35,15
605,2020-03-18 2020-03-25,Utah,25,27,0,0,0,0
606,2020-03-18 2020-03-25,Vermont,55,0,0,0,0,0
607,2020-03-18 2020-03-25,Virginia,29,33,0,30,27,0
608,2020-03-18 2020-03-25,Washington,24,18,30,37,34,0
609,2020-03-18 2020-03-25,West Virginia,50,69,0,0,0,0
610,2020-03-18 2020-03-25,Wisconsin,41,16,61,50,0,0
611,2020-03-18 2020-03-25,Wyoming,0,0,0,0,0,0
612,2020-03-25 2020-04-01,Alabama,31,0,37,0,0,0
613,2020-03-25 2020-04-01,Alaska,71,0,0,0,0,0
614,2020-03-25 2020-04-01,Arizona,23,43,0,18,0,100
615,2020-03-25 2020-04-01,Arkansas,18,100,0,0,0,0
616,2020-03-25 2020-04-01,California,37,18,15,9,49,25
617,2020-03-25 2020-04-01,Colorado,30,25,0,0,0,0
618,2020-03-25 2020-04-01,Connecticut,39,72,0,0,0,0
619,2020-03-25 2020-04-01,Delaware,0,0,0,0,0,0
620,2020-03-25 2020-04-01,District of Columbia,43,0,0,0,0,0
621,2020-03-25 2020-04-01,Florida,17,7,13,11,27,32
622,2020-03-25 2020-04-01,Georgia,24,32,18,32,0,0
623,2020-03-25 2020-04-01,Hawaii,32,0,0,100,0,0
624,2020-03-25 2020-04-01,Idaho,0,0,0,0,0,0
625,2020-03-25 2020-04-01,Illinois,20,16,10,0,0,0
626,2020-03-25 2020-04-01,Indiana,14,26,0,0,0,0
627,2020-03-25 2020-04-01,Iowa,30,55,0,0,0,0
628,2020-03-25 2020-04-01,Kansas,34,0,0,0,0,0
629,2020-03-25 2020-04-01,Kentucky,21,40,0,0,0,0
630,2020-03-25 2020-04-01,Louisiana,22,0,0,35,0,0
631,2020-03-25 2020-04-01,Maine,47,0,0,0,0,0
632,2020-03-25 2020-04-01,Maryland,24,44,85,18,0,0
633,2020-03-25 2020-04-01,Massachusetts,25,19,18,0,0,0
634,2020-03-25 2020-04-01,Michigan,24,15,14,0,0,69
635,2020-03-25 2020-04-01,Minnesota,14,26,25,22,0,0
636,2020-03-25 2020-04-01,Mississippi,20,0,0,0,0,0
637,2020-03-25 2020-04-01,Missouri,7,0,0,0,0,0
638,2020-03-25 2020-04-01,Montana,44,0,0,0,0,0
639,2020-03-25 2020-04-01,Nebraska,0,0,0,0,0,0
640,2020-03-25 2020-04-01,Nevada,41,0,49,85,0,0
641,2020-03-25 2020-04-01,New Hampshire,28,0,100,0,0,0
642,2020-03-25 2020-04-01,New Jersey,49,35,20,23,55,66
643,2020-03-25 2020-04-01,New Mexico,23,0,0,0,0,0
644,2020-03-25 2020-04-01,New York,28,30,13,17,0,0
645,2020-03-25 2020-04-01,North Carolina,6,14,0,12,0,65
646,2020-03-25 2020-04-01,North Dakota,0,0,0,0,0,0
647,2020-03-25 2020-04-01,Ohio,19,25,12,0,100,0
648,2020-03-25 2020-04-01,Oklahoma,20,49,0,0,0,0
649,2020-03-25 2020-04-01,Oregon,15,36,0,0,0,0
650,2020-03-25 2020-04-01,Pennsylvania,14,17,11,14,45,0
651,2020-03-25 2020-04-01,Rhode Island,0,0,0,0,0,0
652,2020-03-25 2020-04-01,South Carolina,18,33,32,0,0,0
653,2020-03-25 2020-04-01,South Dakota,56,0,0,0,0,0
654,2020-03-25 2020-04-01,Tennessee,19,0,23,20,0,0
655,2020-03-25 2020-04-01,Texas,26,17,0,4,0,23
656,2020-03-25 2020-04-01,Utah,18,0,0,0,0,0
657,2020-03-25 2020-04-01,Vermont,100,0,0,0,0,0
658,2020-03-25 2020-04-01,Virginia,15,16,15,0,0,0
659,2020-03-25 2020-04-01,Washington,21,0,0,16,0,0
660,2020-03-25 2020-04-01,West Virginia,0,0,0,0,0,0
661,2020-03-25 2020-04-01,Wisconsin,32,26,25,0,0,0
662,2020-03-25 2020-04-01,Wyoming,86,0,0,0,0,0
663,2020-04-01 2020-04-08,Alabama,23,0,0,0,0,0
664,2020-04-01 2020-04-08,Alaska,0,0,0,0,0,0
665,2020-04-01 2020-04-08,Arizona,73,16,0,18,0,100
666,2020-04-01 2020-04-08,Arkansas,40,0,0,0,0,0
667,2020-04-01 2020-04-08,California,54,10,55,6,27,0
668,2020-04-01 2020-04-08,Colorado,23,17,0,0,0,0
669,2020-04-01 2020-04-08,Connecticut,22,26,0,0,0,0
670,2020-04-01 2020-04-08,Delaware,99,0,0,0,0,0
671,2020-04-01 2020-04-08,District of Columbia,100,0,0,0,0,0
672,2020-04-01 2020-04-08,Florida,23,10,0,0,0,31
673,2020-04-01 2020-04-08,Georgia,24,10,37,0,50,60
674,2020-04-01 2020-04-08,Hawaii,74,86,0,100,0,0
675,2020-04-01 2020-04-08,Idaho,59,0,0,0,0,0
676,2020-04-01 2020-04-08,Illinois,37,8,30,9,0,0
677,2020-04-01 2020-04-08,Indiana,33,0,0,0,0,0
678,2020-04-01 2020-04-08,Iowa,36,0,0,0,0,0
679,2020-04-01 2020-04-08,Kansas,0,0,0,51,0,0
680,2020-04-01 2020-04-08,Kentucky,50,29,0,0,0,0
681,2020-04-01 2020-04-08,Louisiana,51,0,0,35,0,0
682,2020-04-01 2020-04-08,Maine,0,0,0,0,0,0
683,2020-04-01 2020-04-08,Maryland,55,16,62,0,0,0
684,2020-04-01 2020-04-08,Massachusetts,46,20,0,0,0,0
685,2020-04-01 2020-04-08,Michigan,40,0,45,0,0,0
686,2020-04-01 2020-04-08,Minnesota,32,18,0,0,0,0
687,2020-04-01 2020-04-08,Mississippi,46,0,0,0,0,0
688,2020-04-01 2020-04-08,Missouri,16,19,0,0,100,0
689,2020-04-01 2020-04-08,Montana,0,0,0,0,0,0
690,2020-04-01 2020-04-08,Nebraska,100,0,0,0,0,0
691,2020-04-01 2020-04-08,Nevada,62,37,0,0,0,0
692,2020-04-01 2020-04-08,New Hampshire,65,0,0,0,0,0
693,2020-04-01 2020-04-08,New Jersey,70,10,40,12,0,66
694,2020-04-01 2020-04-08,New Mexico,52,0,0,0,0,0
695,2020-04-01 2020-04-08,New York,37,14,53,5,0,0
696,2020-04-01 2020-04-08,North Carolina,26,10,39,0,0,0
697,2020-04-01 2020-04-08,North Dakota,0,0,0,0,0,0
698,2020-04-01 2020-04-08,Ohio,34,18,0,0,93,57
699,2020-04-01 2020-04-08,Oklahoma,30,0,0,0,0,0
700,2020-04-01 2020-04-08,Oregon,44,26,100,0,0,0
701,2020-04-01 2020-04-08,Pennsylvania,18,17,33,0,0,53
702,2020-04-01 2020-04-08,Rhode Island,0,0,0,0,0,0
703,2020-04-01 2020-04-08,South Carolina,63,0,0,0,0,0
704,2020-04-01 2020-04-08,South Dakota,0,0,0,0,0,0
705,2020-04-01 2020-04-08,Tennessee,15,0,0,0,0,0
706,2020-04-01 2020-04-08,Texas,37,11,14,4,0,35
707,2020-04-01 2020-04-08,Utah,29,100,0,0,0,0
708,2020-04-01 2020-04-08,Vermont,0,0,0,0,0,0
709,2020-04-01 2020-04-08,Virginia,39,0,45,0,60,0
710,2020-04-01 2020-04-08,Washington,18,0,54,0,0,0
711,2020-04-01 2020-04-08,West Virginia,71,0,0,0,0,0
712,2020-04-01 2020-04-08,Wisconsin,32,19,74,0,0,0
713,2020-04-01 2020-04-08,Wyoming,0,0,0,0,0,0
714,2020-04-08 2020-04-15,Alabama,23,0,0,0,0,0
715,2020-04-08 2020-04-15,Alaska,0,0,0,0,0,0
716,2020-04-08 2020-04-15,Arizona,14,18,28,0,0,100
717,2020-04-08 2020-04-15,Arkansas,0,0,0,0,0,0
718,2020-04-08 2020-04-15,California,36,9,7,9,18,24
719,2020-04-08 2020-04-15,Colorado,23,20,0,0,0,0
720,2020-04-08 2020-04-15,Connecticut,23,0,0,0,0,0
721,2020-04-08 2020-04-15,Delaware,0,0,100,0,0,0
722,2020-04-08 2020-04-15,District of Columbia,100,0,0,0,0,0
723,2020-04-08 2020-04-15,Florida,21,0,4,0,34,0
724,2020-04-08 2020-04-15,Georgia,20,11,8,0,0,60
725,2020-04-08 2020-04-15,Hawaii,74,100,0,0,0,0
726,2020-04-08 2020-04-15,Idaho,61,82,0,0,0,0
727,2020-04-08 2020-04-15,Illinois,43,0,13,0,0,48
728,2020-04-08 2020-04-15,Indiana,47,31,0,0,0,0
729,2020-04-08 2020-04-15,Iowa,35,0,0,0,0,0
730,2020-04-08 2020-04-15,Kansas,37,50,0,100,0,0
731,2020-04-08 2020-04-15,Kentucky,24,0,24,0,0,0
732,2020-04-08 2020-04-15,Louisiana,52,0,0,0,0,0
733,2020-04-08 2020-04-15,Maine,0,0,0,0,0,0
734,2020-04-08 2020-04-15,Maryland,14,0,0,0,0,0
735,2020-04-08 2020-04-15,Massachusetts,29,0,0,0,0,84
736,2020-04-08 2020-04-15,Michigan,28,0,0,0,0,0
737,2020-04-08 2020-04-15,Minnesota,32,0,0,0,0,0
738,2020-04-08 2020-04-15,Mississippi,0,62,0,0,0,0
739,2020-04-08 2020-04-15,Missouri,48,22,16,0,0,0
740,2020-04-08 2020-04-15,Montana,0,0,0,0,0,0
741,2020-04-08 2020-04-15,Nebraska,50,67,0,0,0,0
742,2020-04-08 2020-04-15,Nevada,79,43,32,0,0,0
743,2020-04-08 2020-04-15,New Hampshire,65,0,0,0,0,0
744,2020-04-08 2020-04-15,New Jersey,27,0,0,24,0,0
745,2020-04-08 2020-04-15,New Mexico,52,0,0,0,0,0
746,2020-04-08 2020-04-15,New York,40,5,0,11,33,0
747,2020-04-08 2020-04-15,North Carolina,43,0,0,0,0,0
748,2020-04-08 2020-04-15,North Dakota,0,0,0,0,0,0
749,2020-04-08 2020-04-15,Ohio,16,11,0,0,0,57
750,2020-04-08 2020-04-15,Oklahoma,29,0,0,0,0,0
751,2020-04-08 2020-04-15,Oregon,34,0,0,0,0,0
752,2020-04-08 2020-04-15,Pennsylvania,39,0,7,0,0,0
753,2020-04-08 2020-04-15,Rhode Island,79,0,0,0,0,0
754,2020-04-08 2020-04-15,South Carolina,0,28,0,0,0,0
755,2020-04-08 2020-04-15,South Dakota,0,0,0,0,0,0
756,2020-04-08 2020-04-15,Tennessee,30,0,0,0,0,0
757,2020-04-08 2020-04-15,Texas,19,4,6,8,0,0
758,2020-04-08 2020-04-15,Utah,0,0,29,0,0,0
759,2020-04-08 2020-04-15,Vermont,0,0,0,0,0,0
760,2020-04-08 2020-04-15,Virginia,10,13,0,0,0,72
761,2020-04-08 2020-04-15,Washington,25,0,0,0,100,0
762,2020-04-08 2020-04-15,West Virginia,71,0,0,0,0,0
763,2020-04-08 2020-04-15,Wisconsin,32,21,16,0,0,0
764,2020-04-08 2020-04-15,Wyoming,0,0,0,0,0,0
765,2020-04-15 2020-04-22,Alabama,0,50,0,0,0,0
766,2020-04-15 2020-04-22,Alaska,0,0,0,0,0,0
767,2020-04-15 2020-04-22,Arizona,13,30,0,0,0,0
768,2020-04-15 2020-04-22,Arkansas,26,0,0,0,0,0
769,2020-04-15 2020-04-22,California,12,14,19,11,0,15
770,2020-04-15 2020-04-22,Colorado,38,0,0,0,0,0
771,2020-04-15 2020-04-22,Connecticut,29,50,0,0,0,0
772,2020-04-15 2020-04-22,Delaware,0,0,0,0,0,0
773,2020-04-15 2020-04-22,District of Columbia,0,0,0,0,0,0
774,2020-04-15 2020-04-22,Florida,5,0,36,11,0,0
775,2020-04-15 2020-04-22,Georgia,10,18,71,22,0,0
776,2020-04-15 2020-04-22,Hawaii,47,0,0,0,0,0
777,2020-04-15 2020-04-22,Idaho,0,0,0,0,0,0
778,2020-04-15 2020-04-22,Illinois,10,14,0,0,66,0
779,2020-04-15 2020-04-22,Indiana,10,0,0,0,0,0
780,2020-04-15 2020-04-22,Iowa,44,0,0,0,0,0
781,2020-04-15 2020-04-22,Kansas,0,0,0,100,0,0
782,2020-04-15 2020-04-22,Kentucky,0,0,0,0,0,0
783,2020-04-15 2020-04-22,Louisiana,32,0,0,0,0,0
784,2020-04-15 2020-04-22,Maine,0,0,0,0,0,0
785,2020-04-15 2020-04-22,Maryland,13,0,0,0,0,0
786,2020-04-15 2020-04-22,Massachusetts,26,0,100,0,0,0
787,2020-04-15 2020-04-22,Michigan,12,0,0,0,0,0
788,2020-04-15 2020-04-22,Minnesota,10,35,0,0,0,0
789,2020-04-15 2020-04-22,Mississippi,0,100,0,0,0,0
790,2020-04-15 2020-04-22,Missouri,10,0,0,0,0,0
791,2020-04-15 2020-04-22,Montana,0,0,0,0,0,0
792,2020-04-15 2020-04-22,Nebraska,0,0,0,0,0,0
793,2020-04-15 2020-04-22,Nevada,30,0,0,81,0,0
794,2020-04-15 2020-04-22,New Hampshire,42,0,0,0,0,0
795,2020-04-15 2020-04-22,New Jersey,6,19,76,0,89,0
796,2020-04-15 2020-04-22,New Mexico,0,0,0,0,0,0
797,2020-04-15 2020-04-22,New York,9,0,70,0,0,27
798,2020-04-15 2020-04-22,North Carolina,5,0,0,0,0,0
799,2020-04-15 2020-04-22,North Dakota,0,0,0,0,0,0
800,2020-04-15 2020-04-22,Ohio,0,0,66,0,0,0
801,2020-04-15 2020-04-22,Oklahoma,0,0,0,0,0,0
802,2020-04-15 2020-04-22,Oregon,14,48,0,0,0,0
803,2020-04-15 2020-04-22,Pennsylvania,11,0,59,0,0,0
804,2020-04-15 2020-04-22,Rhode Island,0,0,0,0,0,0
805,2020-04-15 2020-04-22,South Carolina,13,0,0,54,0,0
806,2020-04-15 2020-04-22,South Dakota,86,0,0,0,0,0
807,2020-04-15 2020-04-22,Tennessee,9,32,0,39,0,100
808,2020-04-15 2020-04-22,Texas,7,0,0,0,63,0
809,2020-04-15 2020-04-22,Utah,18,0,0,0,0,0
810,2020-04-15 2020-04-22,Vermont,100,0,0,0,0,0
811,2020-04-15 2020-04-22,Virginia,9,0,86,0,100,0
812,2020-04-15 2020-04-22,Washington,8,0,0,32,0,0
813,2020-04-15 2020-04-22,West Virginia,0,0,0,0,0,0
814,2020-04-15 2020-04-22,Wisconsin,26,35,0,0,0,0
815,2020-04-15 2020-04-22,Wyoming,0,0,0,0,0,0
816,2020-04-22 2020-04-29,Alabama,31,0,0,0,0,0
817,2020-04-22 2020-04-29,Alaska,0,0,0,0,0,0
818,2020-04-22 2020-04-29,Arizona,0,0,0,0,0,0
819,2020-04-22 2020-04-29,Arkansas,0,0,0,0,0,0
820,2020-04-22 2020-04-29,California,9,20,14,0,0,0
821,2020-04-22 2020-04-29,Colorado,0,0,0,0,0,0
822,2020-04-22 2020-04-29,Connecticut,0,0,0,0,0,0
823,2020-04-22 2020-04-29,Delaware,0,0,0,0,0,0
824,2020-04-22 2020-04-29,District of Columbia,0,0,0,0,0,0
825,2020-04-22 2020-04-29,Florida,8,26,27,0,0,0
826,2020-04-22 2020-04-29,Georgia,23,0,0,0,0,0
827,2020-04-22 2020-04-29,Hawaii,100,0,0,0,0,0
828,2020-04-22 2020-04-29,Idaho,83,0,0,0,0,0
829,2020-04-22 2020-04-29,Illinois,17,0,0,0,0,0
830,2020-04-22 2020-04-29,Indiana,21,0,100,0,0,0
831,2020-04-22 2020-04-29,Iowa,0,0,0,0,0,0
832,2020-04-22 2020-04-29,Kansas,50,0,0,0,0,0
833,2020-04-22 2020-04-29,Kentucky,0,0,0,0,0,0
834,2020-04-22 2020-04-29,Louisiana,34,0,0,0,0,0
835,2020-04-22 2020-04-29,Maine,0,0,0,0,0,0
836,2020-04-22 2020-04-29,Maryland,18,0,0,0,0,0
837,2020-04-22 2020-04-29,Massachusetts,47,0,76,0,0,0
838,2020-04-22 2020-04-29,Michigan,19,0,0,0,0,0
839,2020-04-22 2020-04-29,Minnesota,0,0,0,0,0,0
840,2020-04-22 2020-04-29,Mississippi,0,0,0,0,0,0
841,2020-04-22 2020-04-29,Missouri,0,0,0,0,0,0
842,2020-04-22 2020-04-29,Montana,0,0,0,0,0,0
843,2020-04-22 2020-04-29,Nebraska,67,0,0,0,0,0
844,2020-04-22 2020-04-29,Nevada,42,0,0,0,0,0
845,2020-04-22 2020-04-29,New Hampshire,0,0,0,0,0,0
846,2020-04-22 2020-04-29,New Jersey,23,0,0,0,0,0
847,2020-04-22 2020-04-29,New Mexico,0,0,0,0,0,0
848,2020-04-22 2020-04-29,New York,11,25,26,100,0,0
849,2020-04-22 2020-04-29,North Carolina,21,0,0,0,0,0
850,2020-04-22 2020-04-29,North Dakota,0,0,0,0,0,0
851,2020-04-22 2020-04-29,Ohio,20,0,0,0,0,0
852,2020-04-22 2020-04-29,Oklahoma,0,0,0,0,0,0
853,2020-04-22 2020-04-29,Oregon,29,0,0,0,0,0
854,2020-04-22 2020-04-29,Pennsylvania,0,0,0,0,0,0
855,2020-04-22 2020-04-29,Rhode Island,0,0,0,0,0,0
856,2020-04-22 2020-04-29,South Carolina,0,0,0,0,0,0
857,2020-04-22 2020-04-29,South Dakota,0,0,0,0,0,0
858,2020-04-22 2020-04-29,Tennessee,20,0,0,0,0,0
859,2020-04-22 2020-04-29,Texas,4,0,0,0,0,0
860,2020-04-22 2020-04-29,Utah,40,0,0,0,0,0
861,2020-04-22 2020-04-29,Vermont,0,0,0,0,0,0
862,2020-04-22 2020-04-29,Virginia,20,0,0,0,0,0
863,2020-04-22 2020-04-29,Washington,0,0,0,0,0,0
864,2020-04-22 2020-04-29,West Virginia,0,0,0,0,0,0
865,2020-04-22 2020-04-29,Wisconsin,54,100,0,0,0,0
866,2020-04-22 2020-04-29,Wyoming,0,0,0,0,0,0
